,Abusive Words
4390,කාලකණ්ණි
4391,පුක
4392,තොට
4393,කනෙත්
4394,එක්ක
4395,අරිනව
4396,හුකන්නමයි
4397,කිම්බ
4398,දිවදාලා
4399,ගෑණි
4400,ඌට
4401,ගෑණි
4402,ගෑණි
4403,අවජාතක
4404,වේස
4405,කදන්
4406,හැමිනෙන්න
4407,පුකේ
4408,පුක
4409,රෙන
4410,පුක
4411,පකෝ
4412,ලබ්බේ
4413,පුක
4414,හරකා
4415,බොල
4416,වේසි
4417,කැරි
4418,පොන්
4419,ගොන්
4420,සුන්තො
4421,කොල්ලො
4422,කාරයෝ
4423,කොල්ලො
4424,කොල්ලො
4425,කාරයෝ
4426,රෙද්ද
4427,ඇට
4428,කැරි
4429,පකයා
4430,පොන්න
4431,හුකන්නා
4432,කැරි
4433,බඩුව
4434,හුත්තිගෙ
4435,වේසිගෙ
4436,කැරි
4437,වේසිගෙ
4438,හුත්තිගෙ
4439,රෙද්දෙටද
4440,පො
4441,හැත්ත
4442,තෝ
4443,තොට
4444,හුත්තවල්
4445,දිව
4446,දදා
4447,උඹලා
4448,පකයොද
4449,බැල්ලි
4450,හංගොල්ලො
4451,අවජාතක
4452,රෙද්ද
4453,තමා
4454,නසරානි
4455,වේස
4456,ගෑනි
4457,හැතිකරයක්
4458,සක්කිලි
4459,ගහපං
4460,තෝ
4461,පොන්නයෙක්
4462,බලපියව්
4463,කම්බා
4464,හොරාගේ
4465,කාලකන්නියට
4466,බලපියව්
4467,තොපි
4468,අවජාතකයෝ
4469,මුංව
4470,සක්කිලි
4471,තූ
4472,කාලකණ්ණි
4473,අවජාතක
4474,බල්ලො
4475,තොපි
4476,තොපි
4477,බූරුවෝ
4478,තෝ
4479,බල්ලා
4480,බල්ලා
4481,තෝ
4482,පලකෝ
4483,බූරුවා
4484,තෝ
4485,තොගෙ
4486,පුක
4487,හුත්තලාට
4488,හුකවලා
4489,පක්කුන්ට
4490,ලෙඩ්ඩු
4491,අසහනකාර
4492,පොන්න
4493,හැතිකරේ
4494,ගොං
4495,වස්සෝ
4496,තොපි
4497,බලපිය
4498,කාලකන්නියා
4499,තොපි
4500,අශුචි
4501,අවජාතක
4502,බලු
4503,හැත්ත
4504,අරූගෙ
4505,යකෝ
4506,ගොං
4507,හරකා
4508,යකෝ
4509,ගොනා
4510,තොට
4511,බැල්ලියේ
4512,තෝ
4513,පොන්න
4514,හැත්ත
4515,රස්තියාදු
4516,ගොනා
4517,කාල
4518,කන්නින්ට
4519,තොට
4520,ගොන්
4521,බිජ්ජො
4522,තෝ
4523,කිබි
4524,උකුණෙක්
4525,බඩුවක්
4526,කිම්බි
4527,තුහ්
4528,නොදකින්
4529,තොපි
4530,අමන
4531,උකන්නේ
4532,අවජාතක
4533,ආණ්ඩුවක්
4534,ඉගෙනගත්තේ
4535,නැති
4536,බූරුවෙක්
4537,කැරියා
4538,මෝඩ
4539,කමට
4540,බෙහෙත්
4541,නෑ
4542,නෑ
4543,නෑ
4544,මෝඩ
4545,කමට
4546,බෙහෙත්
4547,නෑ
4548,පක
4549,පුක
4550,පුක
4551,පුකමයි
4552,පුක
4553,හුත්තො
4554,පොන්න
4555,පයිය
4556,ගොන්
4557,බිජ්ජ
4558,නොදකින්
4559,කොලුකාරයා
4560,මුසලයා
4561,සක්කිලි
4562,තඩි
4563,මහත
4564,මොන්ගල්ද
4565,පයිය
4566,හෙන
4567,පාදඩයා
4568,පාදඩ
4569,එවැලිංජකන්
4570,බල්ලා
4571,පොන්නයෝ
4572,තෝ
4573,හොරා
4574,වේසා
4575,තෝ
4576,වේසි
4577,තෝ
4578,වේසකමේ
4579,තෝ
4580,හුජ්ජ
4581,බිජ්ජ
4582,ගොං
4583,තොපි
4584,හැත්තට
4585,හෙණම
4586,ගහපිය
4587,මූසල
4588,හැත්ත
4589,ගොං
4590,වේස
4591,පක්කු
4592,අසික්කිත
4593,අවජාතක
4594,තෝ
4595,තෝ
4596,නාකි
4597,සාප
4598,තොට
4599,කාලකණ්ණි
4600,පකෝ
4601,හුජ්ජ
4602,පිස්සු
4603,සමලිංගික
4604,වල
4605,හරකුනේ
4606,සම
4607,ලින්ගිකයෙකු
4608,යකෝ
4609,හැත්ත
4610,නොදකින්
4611,කිම්බ
4612,තොපි
4613,පුප
4614,බිම
4615,ඇනීගෙන
4616,පොන්නකම
4617,ගොන්
4618,බිජ්ජෝ
4619,තුප්පහි
4620,සක්කිලි
4621,හිපාටුවෙක්
4622,පොන්න
4623,පැටව්
4624,වේසිගෙ
4625,පුතාලා
4626,දුප්
4627,පරට්ටි
4628,පකයෝ
4629,හිකුවේ
4630,හුත්තෝ
4631,කැරි
4632,පොන්නයා
4633,තොගේ
4634,පයිය
4635,වේසිගෙ
4636,පුතා
4637,තොට
4638,කැරි
4639,පකයා
4640,බල්ලා
4641,ගණිකාවක්
4642,සල්ලාලයෙක්
4643,බිජ්ජ
4644,නොහුකා
4645,පලං
4646,බං
4647,තොට
4648,තෝ
4649,බං
4650,පකේ
4651,තොපි
4652,ගූ
4653,අවජාතක
4654,බල්ලා
4655,පකෝ
4656,පයිය
4657,මෝඩ
4658,හැත්ත
4659,මුන්
4660,මහ
4661,සාපයක්
4662,කාලකණ්ණි
4663,හැත්තක්
4664,ලබ්බෙ
4665,තෝ
4666,තොට
4667,ලබ්බ
4668,යකෝ
4669,පර
4670,බල්ලෙක්
4671,තූ
4672,සක්කිලි
4673,සාපේ
4674,වේසා
4675,හැත්ත
4676,පොන්නයොයි
4677,ගූ
4678,බඩුයි
4679,නාකි
4680,ගෑණුයි
4681,හැමිනෙන්නෙ
4682,තුක්
4683,නොදකින්
4684,නුගත්
4685,බැල්ලිගෙ
4686,පුතාල
4687,සක්කිලි
4688,දෙන්න
4689,අවජාතක
4690,පිම්පි
4691,හැතිකරේ
4692,තො
4693,හුක
4694,තොගෙ
4695,මරි
4696,මෝඩ
4697,ගොන්
4698,කාලකණ්ණි
4699,මොනෞත්තක්ද
4700,ගොබ්බ
4701,ගොබ්බයෝ
4702,සක්කිලි
4703,මීයා
4704,තොට
4705,යකෝ
4706,ඕයි
4707,හුජ්ජ
4708,මෝඩ
4709,පල
4710,පකයෝ
4711,තොපි
4712,කාලකන්නි
4713,පුකේ
4714,රෙද්ද
4715,මෝඩ
4716,හුජ්ජ
4717,පස්සක්
4718,පස්ස
4719,තොට
4720,අවජාතක
4721,රෙන
4722,ගූ
4723,පුක
4724,අවජාතක
4725,හැත්ත
4726,හුජ්ජ
4727,ගෑණි
4728,කාපිය
4729,ජංගි
4730,උන්ගෙ
4731,ලබ්බ
4732,තමුසෙගෙ
4733,තමුසෙග
4734,මොන්ගල්
4735,පයිසෙලා
4736,කාලකණ්ණි
4737,කාලකණ්ණි
4738,බහුජ්ජයො
4739,තිරිසන්නු
4740,හුත්තෝ
4741,ගොන්
4742,තෝ
4743,වල්
4744,සක්කිලි
4745,අවජාතක
4746,තොපි
4747,කාලකන්නි
4748,අවජාතක
4749,බල්ලෝ
4750,මුංට
4751,යකෝ
4752,කාලකන්නි
4753,තොපිට
4754,බල්ලෝ
4755,හැත්ත
4756,බුරුත්ත
4757,බිජ්ජ
4758,හුජ්ජ
4759,වේසා
4760,ගැනු
4761,ගොන්
4762,හුජ්ජ
4763,පොන්නයෝ
4764,පරට්ට
4765,පලයන්
4766,තෝ
4767,මී
4768,හරකා
4769,පුක
4770,තොට
4771,ලබ්බෝ
4772,පලයන්
4773,පොන්
4774,පුතෝ
4775,pakaya
4776,ලබ්බ
4777,රෙද්ද
4778,පුකත්
4779,පොන්නයා
4780,තෝ
4781,තෝ
4782,උබෙන්
4783,හුජ්ජ
4784,හුත්තලට
4785,පුකේ
4786,රෙද්දක්
4787,වේසියෝ
4788,ගොබ්බයොත්
4789,මෝඩ
4790,හුකන්නලද
4791,පොන්න
4792,පකයො
4793,ගොන්
4794,පස්ස
4795,රෙද්ද
4796,බැල්ලි
4797,හුජ්ජ
4798,පකෝ
4799,පකාල
4800,පකාලා
4801,තෝ
4802,අවජාතක
4803,පඩත්තරයන්ව
4804,බඩුව
4805,හුකන්ඩ
4806,යකඩ
4807,පයිය
4808,බූරුවා
4809,හරකා
4810,නූගත්
4811,ගොන්
4812,පකයෝ
4813,තොපිල
4814,හරක්ට
4815,තමුසෙ
4816,පට්ට
4817,බඩුවක්
4818,නොදකින්
4819,පක්
4820,කිම්බ
4821,බඩුව
4822,ගොං
4823,ගොනාට
4824,බූරුවා
4825,හරකා
4826,මගුල්
4827,රෙද්ද
4828,ගල්
4829,මුසලයා
4830,මුසලයා
4831,පක
4832,පයිය
4833,පරයද
4834,හුත්තෙ
4835,කැරි
4836,වේසි
4837,පට්ට
4838,බැල්ලි
4839,ගහනව
4840,තොට
4841,වැලි
4842,පයියක්
4843,හුත්තො
4844,පයිය
4845,පිස්සා
4846,තොපිල
4847,තෝ
4848,අම්මප
4849,ඩයල්
4850,තොපි
4851,පුකේ
4852,තොගෙ
4853,තෝ
4854,හුකන්නක්ද
4855,යකෝ
4856,තෝ
4857,හුකාරිස්
4858,පරය
4859,පුක
4860,පුක
4861,තෝ
4862,රිලා
4863,පැටියෙක්ට
4864,පකයෝ
4865,ගොන්
4866,වේසි
4867,බඩුව
4868,හොරෙක්
4869,බොරු
4870,කාරයෙක්
4871,පිස්සෙක්
4872,වාචාලයෙක්
4873,ගොන්
4874,මොඩයෙක්
4875,අවජාතක
4876,සක්කිලි
4877,හැත්ත
4878,වේස
4879,ගෑණු
4880,හුජ්ජ
4881,ශුකානු
4882,අවජාතක
4883,නොදකින්
4884,ගල්
4885,මුසලයා
4886,ලබ්බ
4887,හොර
4888,ගෑණි
4889,තෝ
4890,කෑහුට්ටී
4891,සක්කිලි
4892,හුත්තලගේ
4893,හුත්තක්ද
4894,යකෝ
4895,ලබ්බ
4896,යකෝ
4897,සාප
4898,වේවා
4899,යකෝ
4900,පුකේ
4901,පුක
4902,වේස
4903,බල්ලෝ
4904,බිජ්ජ
4905,පිපුරුවත්
4906,හුජ්ජ
4907,බිජ්ජ
4908,ගොබිලන්ට
4909,ගූ
4910,අමනයෝ
4911,අම්මා
4912,බඩුව
4913,ලබ්බක්
4914,සාප
4915,ගොබ්බයෝ
4916,රෙදි
4917,පල
4918,ඩෝ
4919,පිට
4920,යනවා
4921,තූ
4922,තෝපි
4923,තොට
4924,ඊයා
4925,පොඩි
4926,උට්ටෝ
4927,ගොන්
4928,පකයලා
4929,ඉඳකිං
4930,කාලක්ණ්නි
4931,බිජ්ජ
4932,චූ
4933,හුජ්ජ
4934,තඩි
4935,හුත්තවල්
4936,හුත්තවල්
4937,තොපි
4938,පලයව්
4939,තොපි
4940,කාලකණ්ණි
4941,හැතිකරේ
4942,වේසි
4943,තෝ
4944,ගල්
4945,ඉබ්බා
4946,පකෝ
4947,හුජ්ජ
4948,බිත්තියේ
4949,හුජ්ජ
4950,හැත්ත
4951,ගොබ්බ
4952,හැත්ත
4953,තමුසෙ
4954,කුනා
4955,ලොබි
4956,අවජාතකයො
4957,නාකි
4958,හෙන
4959,ගහන්න
4960,පරට්ටි
4961,වේසි
4962,පට්ට
4963,ගොන්
4964,පුක
4965,වෙලා
4966,බැල්ලී
4967,අසුචි
4968,කකා
4969,හිටපිය
4970,තොගේ
4971,තොට
4972,අවජාතකයා
4973,තෝ
4974,පයිය
4975,කකා
4976,අවලම්
4977,බල්ලා
4978,හුට්ටෝ
4979,ලෙල්ල
4980,හුටං
4981,මැටි
4982,හරක්ට
4983,වට්ටෝරුකිම්බ
4984,පුක
4985,පුක
4986,පුක
4987,සක්කිලි
4988,තමුසෙ
4989,හොරෙක්
4990,තමුසෙ
4991,පල්
4992,හොරෙක්
4993,පිස්සෙක්
4994,රෙද්ද
4995,පලයන්
4996,එච්චර
4997,දෙයක්
4998,කරගන්ඩ
4999,බෑ
5000,තෝ
5001,හුජ්ජ
5002,ගොඩේ
5003,තෝ
5004,අවජාතක
5005,අවජාතක
5006,බල්ලන්ගේ
5007,හුජ්ජ
5008,පොඩි
5009,එකා
5010,බල්ලන්ට
5011,කාලකණ්ණි
5012,බල්ලෝ
5013,බැල්ලිට
5014,බැල්ලි
5015,බැල්ලි
5016,බැල්ලි
5017,බැල්ලි
5018,පට්ට
5019,කෑල්ල
5020,පරයට
5021,ගොං
5022,පකයා
5023,ගොං
5024,නාකි
5025,කාලකණ්ණි
5026,හුත්ත
5027,පයිය
5028,හුත්ත
5029,පයිය
5030,හුත්ත
5031,පයිය
5032,හුත්ත
5033,පයිය
5034,හුත්ත
5035,පයිය
5036,හුත්ත
5037,පයිය
5038,හුත්ත
5039,පයිය
5040,හුත්ත
5041,පයිය
5042,හුත්ත
5043,පයිය
5044,හුත්ත
5045,පයිය
5046,හුත්ත
5047,පයිය
5048,හුත්ත
5049,පයිය
5050,හුත්ත
5051,පයිය
5052,හුත්ත
5053,පයිය
5054,හුත්ත
5055,පයිය
5056,හුත්ත
5057,පයිය
5058,හුත්ත
5059,පයිය
5060,හුත්ත
5061,පයිය
5062,හුත්ත
5063,පයිය
5064,හුත්ත
5065,පයිය
5066,හුත්ත
5067,පයිය
5068,හුත්ත
5069,පයිය
5070,හුත්ත
5071,පයිය
5072,හුත්ත
5073,පයිය
5074,හුත්ත
5075,පයිය
5076,හුත්ත
5077,තෝ
5078,කැත
5079,කැත
5080,ගොං
5081,හැත්ත
5082,කැත
5083,වැඩක්
5084,තෝ
5085,ගස්
5086,මුසලයා
5087,ගොනා
5088,හුජ්ජබරට
5089,බිජ්ජ
5090,වේස
5091,පුක
5092,නොදකින්
5093,පිස්සා
5094,හුත්තෝ
5095,උට්ටෝ
5096,පකෝ
5097,පර
5098,වේසි
5099,ගල්කෙප්ප
5100,කෙලින්නේ
5101,උඹට
5102,පක
5103,කිම්බෙන්
5104,තොගේ
5105,කිම්බට
5106,හුකන්නේ
5107,කිම්බ
5108,පට්ට
5109,වෙසි
5110,තොගේ
5111,පුකට
5112,පුකේ
5113,කැරි
5114,වෙසි
5115,කිම්බේ
5116,කැරි
5117,හම්බ
5118,වෙසි
5119,පොන්සි
5120,වේසි
5121,යකෝ
5122,පක
5123,කාලකණ්ණි
5124,පස්ස
5125,රෙද්දටද
5126,යකෝ
5127,ගොන්
5128,මෝඩ
5129,මී
5130,හරකා
5131,හුත්තී
5132,ගොනා
5133,හද්ද
5134,ගොං
5135,පොන්න
5136,හැත්ත
5137,ගොන්
5138,යක්කු
5139,මෝඩයෝ
5140,රෙද්ද
5141,උස්සන්
5142,ටහුකන්ඩ
5143,රෙද්ද
5144,ලබ්බ
5145,හුත්තො
5146,තෝ
5147,වේසිගේ
5148,වස්සෝ
5149,මෝඩයො
5150,කාලකන්නි
5151,මෝඩ
5152,පොන්න
5153,මන්ද
5154,මානසික
5155,ගොබ්බ
5156,හැත්ත
5157,පස්ස
5158,ඇර
5159,ගනිල්ලා
5160,අංගවිකල
5161,ජීවිත
5162,හුත්ත
5163,ගොබ්බ
5164,ජෙප්පෝ
5165,කාලකණ්නි
5166,අනුවන
5167,හැත්ත
5168,කාළකන්නි
5169,අවජාතක
5170,තොපින්ට
5171,අවජාතක
5172,කාළකණ්ණි
5173,හැත්ත
5174,පිස්සු
5175,ගෑනියෙක්
5176,තැරි
5177,දාර
5178,ගොන්පාලො
5179,තෝ
5180,පාදඩ
5181,හැමිනෙන්නියන්ගෙ
5182,පස්ස
5183,බුරි
5184,පතෝල
5185,පොන්නයෙක්ද
5186,කලිසම
5187,ගලවලා
5188,දෙකට
5189,නැමිලා
5190,පස්ස
5191,උස්සලා
5192,මුට
5193,මෝඩයෝය
5194,මෝඩයෝය
5195,කැරි
5196,පොනනයා
5197,හුකවගන්න
5198,පකයා
5199,රෙන්න
5200,පුක
5201,හුජ්ජ
5202,හුජ්ජ
5203,කොල්ලා
5204,හුජ්ජ
5205,කොල්ලාට
5206,තඩි
5207,කේප්ප
5208,වැස්සියෙක්
5209,නෙද්දකින්
5210,තුං
5211,නොදකින්
5212,නොදෝමකින්
5213,බල්ලො
5214,බැලියන්
5215,තූ
5216,නොදකිං
5217,ගොං
5218,වේසි
5219,දුලිප්පයියෙ
5220,නොදෝමකින්
5221,පකෝ
5222,ඒකි
5223,නැවක්
5224,පයිය
5225,දිග
5226,තොපි
5227,හුක
5228,රෙද්ද
5229,පල්ලෙන්
5230,බේරෙයි
5231,දේශදෝරහි
5232,පිපිම්පියා
5233,පුක
5234,හුක්කට
5235,අමන
5236,තට්ටයාට
5237,අයිසෙ
5238,පනික්කියා
5239,හරකාට
5240,හරකා
5241,පයිය
5242,හුත්තෝ
5243,තෝ
5244,තෝ
5245,තෝ
5246,තෝ
5247,තෝ
5248,තෝ
5249,තෝ
5250,තෝ
5251,තෝ
5252,තෝ
5253,තෝ
5254,තෝ
5255,තෝ
5256,තෝ
5257,තෝ
5258,තෝ
5259,තෝ
5260,තෝ
5261,තෝ
5262,තෝ
5263,තෝ
5264,තෝ
5265,තෝ
5266,තෝ
5267,තෝ
5268,තෝ
5269,තෝ
5270,තෝ
5271,තෝ
5272,තෝ
5273,තෝ
5274,තෝ
5275,තෝ
5276,තෝ
5277,තෝ
5278,තෝ
5279,තෝ
5280,තෝ
5281,තෝ
5282,තෝ
5283,තෝ
5284,තෝ
5285,තෝ
5286,තෝ
5287,තෝ
5288,තෝ
5289,තෝ
5290,තෝ
5291,තෝ
5292,තෝ
5293,තෝ
5294,තෝ
5295,තෝ
5296,තෝ
5297,තෝ
5298,තෝ
5299,තෝ
5300,තෝ
5301,තෝ
5302,තෝ
5303,තෝ
5304,තෝ
5305,තෝ
5306,තෝ
5307,තෝ
5308,පකෝ
5309,ලබ්බ
5310,කාලකණ්ණි
5311,නොදකින්
5312,කාලකන්නි
5313,අඩු
5314,කුලේ
5315,පර
5316,හැත්ත
5317,පට්ට
5318,බැල්ලි
5319,අමු
5320,ගොං
5321,ගහක්
5322,නාස්
5323,ලනුවක්
5324,හාන්න
5325,පයිය
5326,පයිය
5327,පයිය
5328,තවුසෙ
5329,බීල
5330,ටහුකන්න
5331,තොපි
5332,යකෝ
5333,ගොන්
5334,බඩුවයි
5335,කිම්බ
5336,කැරියො
5337,හුජ්ජ
5338,බිජ්ජ
5339,වේස
5340,බඩුව
5341,රෙද්ද
5342,වහිනවා
5343,ගොනා
5344,හැත්ත
5345,තන්
5346,පුක්
5347,කාලකන්නි
5348,පුක
5349,මහලා
5350,හුකාපං
5351,පොන්න
5352,වේසිගෙ
5353,තෝ
5354,පකෝ
5355,ගොන්
5356,කැරියො
5357,තොපි
5358,පකෝ
5359,සක්කිලි
5360,වහල්
5361,වේසිගේ
5362,තෝ
5363,පලයන්
5364,තොගේ
5365,පරයා
5366,අවජාතක
5367,නාකි
5368,විසේ
5369,මෝඩ
5370,පොන්න
5371,හැත්ත
5372,තමුසෙ
5373,වල්
5374,බල්ලෙක්
5375,පුක
5376,පයිය
5377,අමුඩ
5378,ගොන්
5379,රැළට
5380,ගොයියට
5381,බිජ්ජ
5382,අවජාතක
5383,වේස
5384,බල්ලෝ
5385,තොපිලා
5386,සෙප්පඩයින්ට
5387,කැත
5388,ගොනා
5389,හුජ්ජ
5390,යන
5391,ගොනා
5392,හරකා
5393,පාහරයන්
5394,තොපි
5395,තන
5396,තන්
5397,තනක්
5398,කැවියා
5399,තෝව
5400,හිඟන
5401,හැත්ත
5402,වේසි
5403,පොන්නයා
5404,පඩේකට
5405,යකො
5406,පුක
5407,ගොනා
5408,පිස්සා
5409,පිස්සු
5410,දුප්
5411,නාකි
5412,හැත්ත
5413,නොදකින්
5414,තෝ
5415,හුජ්ජ
5416,කොල්ලො
5417,පැනි
5418,වල්
5419,රෙද්ද
5420,පිස්සා
5421,යකෝ
5422,ගණිකාවක්
5423,යකෝ
5424,පොන්න
5425,කාලකණ්ණි
5426,මෝඩියා
5427,හුජ්ජ
5428,මෝඩ
5429,තොපි
5430,තෝ
5431,තොට
5432,උගුඩුවා
5433,කිම්බ
5434,ගොබ්බයෝ
5435,පොන්නය
5436,පොන්නයමයි
5437,පලයන්
5438,හුත්තෝ
5439,නුගත්
5440,මුසලයා
5441,ටෞඩු
5442,වලත්ත
5443,රෙද්ද
5444,හැත්ත
5445,සක්කිලි
5446,කැත
5447,කැරිවේසිගෙ
5448,බිජ්ජෝ
5449,රෙද්ද
5450,වල්
5451,ඌරෙක්
5452,තමුසෙ
5453,හුජ්ජ
5454,හුජ්ජ
5455,කරන
5456,බිජ්ජ
5457,පක
5458,ඔයි
5459,තමුසෙ
5460,සාප
5461,බල්ලෝ
5462,ගොන්
5463,පකෝ
5464,තොට
5465,රෙද්ද
5466,පුකේ
5467,ඉඳන්
5468,පිස්සු
5469,යහපාලු
5470,දතාගේ
5471,සක්කිලි
5472,අවජාතක
5473,වල්
5474,බැල්ලියෝ
5475,පට්ට
5476,බල්ලො
5477,බැල්ලියන්ට
5478,තොපි
5479,තෝ
5480,පුක
5481,වෙඩි
5482,කාපන්
5483,කාලකණ්ණියෙක්
5484,ගොන්
5485,අවජාතක
5486,ගොන්නු
5487,මෝඩයෝ
5488,පඩ
5489,ශෝ
5490,පකයලගෙ
5491,පර
5492,හැත්ත
5493,මෝඩ
5494,හැත්ත
5495,ගොන්නු
5496,පුක
5497,මීහරක්
5498,තමුසේ
5499,බීලද
5500,කාලකණ්ණි
5501,බිජ්ජ
5502,මෝඩ
5503,ගොන්
5504,සිපයියොන්ට
5505,ගොං
5506,පර
5507,බල්ලා
5508,පිස්සා
5509,තිරිසනා
5510,පිස්සෙක්
5511,වේසි
5512,වේසී
5513,වේසි
5514,වේසි
5515,තමුසෙගේ
5516,වේසි
5517,තොට
5518,බල්ලා
5519,පො
5520,වේසි
5521,අං
5522,රෙද්දෙ
5523,කලු
5524,කැත
5525,නොහුකා
5526,හිටහං
5527,තෝ
5528,පක
5529,උඹ
5530,හුකපන්
5531,පොන්න
5532,කැරියා
5533,තෝ
5534,ගොං
5535,බූතයා
5536,ලිංගේ
5537,පලයන්
5538,පකෝ
5539,හුජ්ජ
5540,හුත්තො
5541,කාලකණ්ණි
5542,තුහ්
5543,තූ
5544,නොදකින්
5545,ලබ්බ
5546,අවජාතකයා
5547,මැරෙන්න
5548,පොන්න
5549,හුත්තිගේ
5550,පුතා
5551,තූ
5552,ගොනා
5553,තොගේ
5554,තෝ
5555,ඉදකින්
5556,පොන්සියෝ
5557,නොදකින්
5558,හුජ්ජ
5559,නෙද්දකින්
5560,තෝ
5561,සක්කිලි
5562,මිලේච්ඡ
5563,පර
5564,වේසි
5565,පිස්සා
5566,බඩුවක්
5567,තෝ
5568,සක්කිලි
5569,කුහක
5570,මෝඩ
5571,ගොං
5572,පොන්න
5573,රෙද්ද
5574,උස්සලා
5575,පර
5576,ගෑණිට
5577,ගැනියක්ද
5578,තූහ්
5579,නොදකින්
5580,හද්ද
5581,නාකියෙක්
5582,නොදකින්
5583,හැත්ත
5584,හුත්ත
5585,ශික්
5586,බේබදු
5587,තොට
5588,කාලකණ්ණි
5589,බල්ලෙක්
5590,අම්බරුවෝ
5591,පර
5592,බල්ලා
5593,වේසිගේපුතා
5594,බඩු
5595,බඩුව
5596,හම්බයෝ
5597,පුකෙන්
5598,පොනගලයෝ
5599,තෝ
5600,පොන්නයෝ
5601,පුක
5602,තොපි
5603,පුක
5604,හුත්තො
5605,තොපි
5606,සක්කිලි
5607,වැඩ
5608,පොන්නයා
5609,බූරුවට
5610,රෙද්ද
5611,බිජ්ජ
5612,උල්ද
5613,අම්මගේ
5614,රෙද්ද
5615,අවජාතකයාගේ
5616,පාලම්
5617,කොක්කු
5618,හිවලෙක්ද
5619,ගොනා
5620,ගොනා
5621,ගල්
5622,මුසලයා
5623,පර
5624,හැත්ත
5625,බඩුව
5626,හු
5627,කැරි
5628,පක
5629,පයියේ
5630,වේසියෙකුට
5631,තොට
5632,ගල්
5633,මුසලයා
5634,පයිය
5635,නගින්නැතුව
5636,කුහකයො
5637,තොපෙ
5638,තෝ
5639,හුක
5640,තෝ
5641,අවලම්
5642,පර
5643,හැත්ත
5644,පකා
5645,මී
5646,හරකා
5647,තිරිසනුන්
5648,අවජාතක
5649,තිරිසනෙක්
5650,මොළේ
5651,පුකේ
5652,තොපි
5653,තොපි
5654,කාලකන්නින්ගෙන්
5655,පක්කලි
5656,මොංගලායා
5657,පයියක්
5658,කැරි
5659,වැඩ
5660,පකෝ
5661,පකයි
5662,නැට්ට
5663,පුකෙ
5664,බල්ලා
5665,පකෙ
5666,ඌරා
5667,හරකා
5668,ගෙම්බා
5669,වඳුරා
5670,නරියා
5671,හැලි
5672,වඳුරා
5673,හැල
5674,ගෙම්බා
5675,ගස්
5676,රිලවා
5677,පුක
5678,දෙන
5679,බිජ්ජ
5680,හු
5681,තොගෙ
5682,කාලකන්නි
5683,ගැනිගේ
5684,රෙද්ද
5685,තෝ
5686,පුක
5687,රෙද්ද
5688,යකෝ
5689,ගොන්නු
5690,ගොන්
5691,බූරුවො
5692,පොන්න
5693,පකයා
5694,තොගෙ
5695,පයිය
5696,තොගෙ
5697,වනචර
5698,බල්ලා
5699,ගොනා
5700,උඹ
5701,හරකා
5702,පොන්න
5703,වෙසගනෝ
5704,ලබ්බක්
5705,තොපි
5706,පර
5707,දෙමල්ලූ
5708,තොප
5709,හුත්තො
5710,තෝ
5711,හැදිගැවිලාම
5712,පල
5713,තොපි
5714,කාලකණ්ණි
5715,පුක
5716,ගොන්
5717,කතා
5718,සක්කිලි
5719,මස්තබාල්දුයි
5720,ගොනා
5721,වැල
5722,තූ
5723,වේසියේ
5724,තෝ
5725,තූ
5726,වේසියේ
5727,තෝ
5728,කාලකන්නි
5729,කාලකණ්ණි
5730,මැරියල්ලකෝ
5731,කාලකන්නි
5732,හෙන
5733,පකෝ
5734,පුකේ
5735,හුත්තො
5736,හැත්ත
5737,තොපේ
5738,පොන්ගල
5739,කාලකණ්ණි
5740,ගොබ්බයෝ
5741,ගෑණි
5742,ගෑණිගෙ
5743,මෝඩ
5744,මුසල
5745,ගොන්
5746,හරකා
5747,පකෝ
5748,පලයන්
5749,හුත්තො
5750,බල්ලා
5751,ගොන්
5752,තකතීරෑ
5753,මීහරක්ද
5754,රෙද්ද
5755,ගොන්
5756,පිස්සූ
5757,අකුලෝලා
5758,පලයන්
5759,සාපයක්
5760,අම්මගේ
5761,රෙද්දේ
5762,හුජ්ජ
5763,මෝඩ
5764,පාලකයන්
5765,නාකි
5766,හෙන
5767,වලත්තයා
5768,පිප්පියට
5769,වලත්තයෙක්
5770,තෝ
5771,පකෝ
5772,කාලකන්නියා
5773,ගොබ්බයන්ගේ
5774,තන්
5775,පස්ස
5776,පැත්ත
5777,විකුනන
5778,බුලෙයා
5779,පුකාර
5780,බුලෙයා
5781,සක්කිලි
5782,හැත්ත
5783,ටහුඩු
5784,නොදකින්
5785,කාලකන්නි
5786,තුප්පහි
5787,ගූ
5788,හෙන
5789,වල්
5790,ගොන්
5791,බූරුවෝ
5792,නොදකින්
5793,ගොන්
5794,බිජ්ජෝ
5795,ඉයා
5796,බඩුත්
5797,කොලු
5798,බඩුව
5799,පොන්න
5800,හුකන්නා
5801,කැරි
5802,හම්බයා
5803,වේස
5804,බල්ලෝ
5805,හිකනලුන්ගේවත්
5806,හුජ්ජ
5807,පල
5808,පල
5809,හිකනලා
5810,සක්කිලි
5811,තෝ
5812,ගුටි
5813,කාපං
5814,පොන්න
5815,වාහෙලා
5816,පිස්සා
5817,ගලයි
5818,පුකයි
5819,හුත්තෝ
5820,උඹලා
5821,යකෝ
5822,යකොව්
5823,පුක
5824,ලබ්බ
5825,ගොං
5826,තම්බීන්ගේ
5827,පර
5828,හැත්ත
5829,සක්කිලි
5830,හුකන්නෝ
5831,පිස්සු
5832,හුකන්නෝ
